fileid,prediction
melspec_1758.npy,['Speech']
melspec_1759.npy,['Speech']
melspec_176.npy,['Speech']
melspec_1760.npy,['Speech']
melspec_1761.npy,['Speech']
melspec_1762.npy,['Speech']
melspec_1763.npy,['Speech']
melspec_1764.npy,['Speech']
melspec_1765.npy,['Speech']
melspec_1766.npy,['Silence']
melspec_1767.npy,['Speech']
melspec_1768.npy,['Silence']
melspec_1769.npy,"['Blender, Speech']"
melspec_177.npy,"['Blender, Speech']"
melspec_1770.npy,['Speech']
melspec_1771.npy,['Silence']
melspec_1772.npy,['Speech']
melspec_1773.npy,['Silence']
melspec_1774.npy,['Speech']
melspec_1775.npy,"['Blender, Dog, Speech']"
melspec_1776.npy,['Speech']
melspec_1777.npy,['Speech']
melspec_1778.npy,['Speech']
melspec_1779.npy,['Speech']
melspec_178.npy,['Speech']
melspec_1780.npy,['Speech']
melspec_1781.npy,"['Blender, Speech']"
melspec_1782.npy,['Speech']
melspec_1783.npy,['Silence']
melspec_1784.npy,['Speech']
melspec_1785.npy,['Speech']
melspec_1786.npy,['Speech']
melspec_1787.npy,['Speech']
melspec_1788.npy,['Silence']
melspec_1789.npy,['Speech']
melspec_179.npy,['Speech']
melspec_1790.npy,['Speech']
melspec_1791.npy,['Speech']
melspec_1792.npy,['Speech']
melspec_1793.npy,['Speech']
melspec_1794.npy,['Speech']
melspec_1795.npy,['Speech']
melspec_1796.npy,['Silence']
melspec_1797.npy,['Speech']
melspec_1798.npy,['Speech']
melspec_1799.npy,['Silence']
melspec_18.npy,['Silence']
melspec_180.npy,['Speech']
melspec_1800.npy,['Speech']
melspec_1801.npy,"['Blender, Speech']"
melspec_1802.npy,['Speech']
melspec_1803.npy,['Speech']
melspec_1804.npy,['Speech']
melspec_1805.npy,['Speech']
melspec_1806.npy,['Speech']
melspec_1807.npy,['Speech']
melspec_1808.npy,['Speech']
melspec_1809.npy,['Silence']
melspec_181.npy,"['Dog, Speech']"
melspec_1810.npy,['Speech']
melspec_1811.npy,['Speech']
melspec_1812.npy,"['Blender, Speech']"
melspec_1813.npy,['Speech']
melspec_1814.npy,['Speech']
melspec_1815.npy,['Speech']
melspec_1816.npy,['Speech']
melspec_1817.npy,['Speech']
melspec_1818.npy,['Speech']
melspec_1819.npy,['Silence']
melspec_182.npy,['Speech']
melspec_1820.npy,"['Dog, Speech']"
melspec_1821.npy,['Speech']
melspec_1822.npy,['Speech']
melspec_1823.npy,['Silence']
melspec_1824.npy,['Silence']
melspec_1825.npy,['Speech']
melspec_1826.npy,['Silence']
melspec_1827.npy,['Speech']
melspec_1828.npy,['Speech']
melspec_1829.npy,['Speech']
melspec_183.npy,['Speech']
melspec_1830.npy,['Speech']
melspec_1831.npy,['Speech']
melspec_1832.npy,['Speech']
melspec_1833.npy,['Speech']
melspec_1834.npy,['Speech']
melspec_1835.npy,['Speech']
melspec_1836.npy,"['Electric_shaver_toothbrush, Speech']"
melspec_1837.npy,['Speech']
melspec_1838.npy,['Speech']
melspec_1839.npy,"['Cat, Speech']"
melspec_184.npy,['Speech']
melspec_1840.npy,['Speech']
melspec_1841.npy,['Silence']
melspec_1842.npy,['Speech']
melspec_1843.npy,['Speech']
melspec_1844.npy,['Speech']
melspec_1845.npy,['Speech']
melspec_1846.npy,['Speech']
melspec_1847.npy,['Silence']
melspec_1848.npy,['Blender']
melspec_1849.npy,['Speech']
melspec_185.npy,['Speech']
melspec_1850.npy,['Speech']
melspec_1851.npy,['Speech']
melspec_1852.npy,['Speech']
melspec_1853.npy,['Speech']
melspec_1854.npy,['Speech']
melspec_1855.npy,['Speech']
melspec_1856.npy,['Speech']
melspec_1857.npy,['Speech']
melspec_1858.npy,['Speech']
melspec_1859.npy,['Silence']
melspec_186.npy,['Speech']
melspec_1860.npy,['Speech']
melspec_1861.npy,['Speech']
melspec_1862.npy,['Speech']
melspec_1863.npy,['Speech']
melspec_1864.npy,['Speech']
melspec_1865.npy,['Speech']
melspec_1866.npy,['Speech']
melspec_1867.npy,['Speech']
melspec_1868.npy,['Speech']
melspec_1869.npy,['Speech']
melspec_187.npy,['Speech']
melspec_1870.npy,"['Blender, Speech']"
melspec_1871.npy,['Speech']
melspec_1872.npy,['Speech']
melspec_1873.npy,['Speech']
melspec_1874.npy,"['Blender, Speech']"
melspec_1875.npy,['Speech']
melspec_1876.npy,['Speech']
melspec_1877.npy,['Speech']
melspec_1878.npy,['Speech']
melspec_1879.npy,['Speech']
melspec_188.npy,"['Blender, Dog, Speech']"
melspec_1880.npy,['Silence']
melspec_1881.npy,['Speech']
melspec_1882.npy,['Speech']
melspec_1883.npy,['Speech']
melspec_1884.npy,['Silence']
melspec_1885.npy,['Speech']
melspec_1886.npy,['Speech']
melspec_1887.npy,['Speech']
melspec_1888.npy,"['Blender, Speech']"
melspec_1889.npy,"['Blender, Speech']"
melspec_189.npy,['Speech']
melspec_1890.npy,['Speech']
melspec_1891.npy,['Speech']
melspec_1892.npy,"['Cat, Speech']"
melspec_1893.npy,['Speech']
melspec_1894.npy,['Speech']
melspec_1895.npy,['Speech']
melspec_1896.npy,['Speech']
melspec_1897.npy,['Speech']
melspec_1898.npy,['Speech']
melspec_1899.npy,['Silence']
melspec_19.npy,['Speech']
melspec_190.npy,['Speech']
melspec_1900.npy,['Speech']
melspec_1901.npy,['Speech']
melspec_1902.npy,['Speech']
melspec_1903.npy,['Speech']
melspec_1904.npy,['Blender']
melspec_1905.npy,['Silence']
melspec_1906.npy,['Speech']
melspec_1907.npy,['Speech']
melspec_1908.npy,['Speech']
melspec_1909.npy,"['Blender, Speech']"
melspec_191.npy,['Silence']
melspec_1910.npy,"['Dog, Speech']"
melspec_1911.npy,['Speech']
melspec_1912.npy,"['Dog, Speech']"
melspec_1913.npy,['Silence']
melspec_1914.npy,['Speech']
melspec_1915.npy,['Speech']
melspec_1916.npy,['Silence']
melspec_1917.npy,['Silence']
melspec_1918.npy,['Speech']
melspec_1919.npy,['Blender']
melspec_192.npy,['Speech']
melspec_1920.npy,['Silence']
melspec_1921.npy,['Speech']
melspec_1922.npy,['Speech']
melspec_1923.npy,['Silence']
melspec_1924.npy,['Speech']
melspec_1925.npy,['Speech']
melspec_1926.npy,['Speech']
melspec_1927.npy,['Speech']
melspec_1928.npy,['Speech']
melspec_1929.npy,['Speech']
melspec_193.npy,['Speech']
melspec_1930.npy,['Speech']
melspec_1931.npy,['Speech']
melspec_1932.npy,['Speech']
melspec_1933.npy,['Speech']
melspec_1934.npy,['Silence']
melspec_1935.npy,['Speech']
melspec_1936.npy,['Speech']
melspec_1937.npy,['Speech']
melspec_1938.npy,['Silence']
melspec_1939.npy,['Speech']
melspec_194.npy,['Speech']
melspec_1940.npy,['Speech']
melspec_1941.npy,['Silence']
melspec_1942.npy,['Speech']
melspec_1943.npy,['Speech']
melspec_1944.npy,['Speech']
melspec_1945.npy,['Speech']
melspec_1946.npy,['Speech']
melspec_1947.npy,['Speech']
melspec_1948.npy,['Silence']
melspec_1949.npy,['Speech']
melspec_195.npy,"['Cat, Speech']"
melspec_1950.npy,['Speech']
melspec_1951.npy,['Silence']
melspec_1952.npy,['Speech']
melspec_1953.npy,['Silence']
melspec_1954.npy,['Silence']
melspec_1955.npy,"['Blender, Speech']"
melspec_1956.npy,['Speech']
melspec_1957.npy,['Speech']
melspec_1958.npy,"['Cat, Dog, Speech']"
melspec_1959.npy,['Speech']
melspec_196.npy,['Speech']
melspec_1960.npy,['Speech']
melspec_1961.npy,"['Cat, Speech']"
melspec_1962.npy,['Speech']
melspec_1963.npy,"['Blender, Speech']"
melspec_1964.npy,['Speech']
melspec_1965.npy,['Speech']
melspec_1966.npy,['Silence']
melspec_1967.npy,['Speech']
melspec_1968.npy,['Speech']
melspec_1969.npy,['Speech']
melspec_197.npy,['Silence']
melspec_1970.npy,['Speech']
melspec_1971.npy,"['Blender, Speech']"
melspec_1972.npy,['Speech']
melspec_1973.npy,['Speech']
melspec_1974.npy,['Speech']
melspec_1975.npy,['Speech']
melspec_1976.npy,"['Blender, Speech']"
melspec_1977.npy,['Blender']
melspec_1978.npy,['Speech']
melspec_1979.npy,['Speech']
melspec_198.npy,['Silence']
melspec_1980.npy,['Speech']
melspec_1981.npy,['Speech']
melspec_1982.npy,['Silence']
melspec_1983.npy,['Speech']
melspec_1984.npy,"['Dog, Speech']"
melspec_1985.npy,['Speech']
melspec_1986.npy,"['Running_water, Speech']"
melspec_1987.npy,['Silence']
melspec_1988.npy,['Speech']
melspec_1989.npy,"['Electric_shaver_toothbrush, Speech']"
melspec_199.npy,['Speech']
melspec_1990.npy,['Speech']
melspec_1991.npy,['Speech']
melspec_1992.npy,"['Blender, Speech']"
melspec_1993.npy,"['Cat, Speech']"
melspec_1994.npy,['Speech']
melspec_1995.npy,['Speech']
melspec_1996.npy,['Silence']
melspec_1997.npy,['Speech']
melspec_1998.npy,['Speech']
melspec_1999.npy,['Speech']
melspec_2.npy,['Speech']
melspec_20.npy,['Speech']
melspec_200.npy,['Speech']
melspec_2000.npy,['Speech']
melspec_2001.npy,['Speech']
melspec_2002.npy,['Silence']
melspec_2003.npy,['Speech']
melspec_2004.npy,['Speech']
melspec_2005.npy,['Speech']
melspec_2006.npy,['Silence']
melspec_2007.npy,['Speech']
melspec_2008.npy,['Speech']
melspec_2009.npy,['Speech']
melspec_201.npy,['Speech']
melspec_2010.npy,['Speech']
melspec_2011.npy,['Silence']
melspec_2012.npy,['Speech']
melspec_2013.npy,['Speech']
melspec_2014.npy,['Speech']
melspec_2015.npy,['Speech']
melspec_2016.npy,['Speech']
melspec_2017.npy,['Speech']
melspec_2018.npy,['Blender']
melspec_2019.npy,['Speech']
melspec_202.npy,['Speech']
melspec_2020.npy,"['Blender, Speech']"
melspec_2021.npy,['Speech']
melspec_2022.npy,"['Blender, Speech']"
melspec_2023.npy,['Blender']
melspec_2024.npy,['Speech']
melspec_2025.npy,['Silence']
melspec_2026.npy,['Speech']
melspec_2027.npy,['Silence']
melspec_2028.npy,['Silence']
melspec_2029.npy,['Speech']
melspec_203.npy,['Speech']
melspec_2030.npy,['Speech']
melspec_2031.npy,['Speech']
melspec_2032.npy,['Speech']
melspec_2033.npy,['Speech']
melspec_2034.npy,['Silence']
melspec_2035.npy,['Speech']
melspec_2036.npy,['Speech']
melspec_2037.npy,['Speech']
melspec_2038.npy,['Speech']
melspec_2039.npy,['Speech']
melspec_204.npy,['Silence']
melspec_2040.npy,['Speech']
melspec_2041.npy,['Speech']
melspec_2042.npy,['Speech']
melspec_2043.npy,['Speech']
melspec_2044.npy,['Speech']
melspec_2045.npy,['Speech']
melspec_2046.npy,['Speech']
melspec_2047.npy,['Silence']
melspec_2048.npy,['Speech']
melspec_2049.npy,['Speech']
melspec_205.npy,['Silence']
melspec_2050.npy,['Speech']
melspec_2051.npy,['Speech']
melspec_2052.npy,['Speech']
melspec_2053.npy,['Speech']
melspec_2054.npy,['Speech']
melspec_2055.npy,['Speech']
melspec_2056.npy,"['Blender, Speech']"
melspec_2057.npy,['Speech']
melspec_2058.npy,['Speech']
melspec_2059.npy,['Speech']
melspec_206.npy,['Silence']
melspec_2060.npy,['Silence']
melspec_2061.npy,['Speech']
melspec_2062.npy,['Speech']
melspec_2063.npy,['Speech']
melspec_2064.npy,['Speech']
melspec_2065.npy,['Speech']
melspec_2066.npy,['Speech']
melspec_2067.npy,['Speech']
melspec_2068.npy,['Speech']
melspec_2069.npy,['Silence']
melspec_207.npy,"['Blender, Speech']"
melspec_2070.npy,['Silence']
melspec_2071.npy,['Speech']
melspec_2072.npy,['Speech']
melspec_2073.npy,"['Dog, Speech']"
melspec_2074.npy,['Speech']
melspec_2075.npy,['Silence']
melspec_2076.npy,['Speech']
melspec_2077.npy,['Speech']
melspec_2078.npy,['Speech']
melspec_2079.npy,['Speech']
melspec_208.npy,['Speech']
melspec_2080.npy,['Speech']
melspec_2081.npy,['Speech']
melspec_2082.npy,['Silence']
melspec_2083.npy,['Speech']
melspec_2084.npy,['Speech']
melspec_2085.npy,['Speech']
melspec_2086.npy,['Speech']
melspec_2087.npy,['Speech']
melspec_2088.npy,['Silence']
melspec_2089.npy,['Speech']
melspec_209.npy,"['Blender, Speech']"
melspec_2090.npy,['Speech']
melspec_2091.npy,['Speech']
melspec_2092.npy,['Speech']
melspec_2093.npy,['Speech']
melspec_2094.npy,['Silence']
melspec_2095.npy,['Speech']
melspec_2096.npy,['Speech']
melspec_2097.npy,"['Blender, Speech']"
melspec_2098.npy,['Speech']
melspec_2099.npy,['Silence']
melspec_21.npy,['Speech']
melspec_210.npy,['Speech']
melspec_2100.npy,['Silence']
melspec_2101.npy,['Speech']
melspec_2102.npy,['Speech']
melspec_2103.npy,['Speech']
melspec_2104.npy,"['Blender, Speech']"
melspec_2105.npy,['Speech']
melspec_2106.npy,['Speech']
melspec_2107.npy,['Speech']
melspec_2108.npy,['Speech']
melspec_2109.npy,['Speech']
melspec_211.npy,['Speech']
melspec_2110.npy,['Silence']
melspec_2111.npy,['Speech']
melspec_2112.npy,['Speech']
melspec_2113.npy,['Speech']
melspec_2114.npy,['Silence']
melspec_2115.npy,['Speech']
melspec_2116.npy,['Speech']
melspec_2117.npy,['Speech']
melspec_2118.npy,['Speech']
melspec_2119.npy,['Silence']
melspec_212.npy,['Speech']
melspec_2120.npy,['Silence']
melspec_2121.npy,"['Blender, Speech']"
melspec_2122.npy,['Speech']
melspec_2123.npy,['Speech']
melspec_2124.npy,['Speech']
melspec_2125.npy,['Speech']
melspec_2126.npy,['Speech']
melspec_2127.npy,"['Blender, Speech']"
melspec_2128.npy,['Speech']
melspec_2129.npy,"['Blender, Speech']"
melspec_213.npy,['Speech']
melspec_2130.npy,['Silence']
melspec_2131.npy,['Silence']
melspec_2132.npy,['Silence']
melspec_2133.npy,['Speech']
melspec_2134.npy,['Silence']
melspec_2135.npy,['Speech']
melspec_2136.npy,['Speech']
melspec_2137.npy,['Speech']
melspec_2138.npy,['Speech']
melspec_2139.npy,['Speech']
melspec_214.npy,['Speech']
melspec_2140.npy,['Silence']
melspec_2141.npy,['Speech']
melspec_2142.npy,['Speech']
melspec_2143.npy,"['Blender, Speech']"
melspec_2144.npy,"['Blender, Speech']"
melspec_2145.npy,['Blender']
melspec_2146.npy,['Silence']
melspec_2147.npy,['Speech']
melspec_2148.npy,['Speech']
melspec_2149.npy,['Speech']
melspec_215.npy,['Speech']
melspec_2150.npy,['Speech']
melspec_2151.npy,['Speech']
melspec_2152.npy,['Speech']
melspec_2153.npy,['Speech']
melspec_2154.npy,['Speech']
melspec_2155.npy,['Speech']
melspec_2156.npy,"['Blender, Electric_shaver_toothbrush, Speech']"
melspec_2157.npy,['Speech']
melspec_2158.npy,"['Frying, Speech']"
melspec_2159.npy,['Speech']
melspec_216.npy,['Speech']
melspec_2160.npy,['Speech']
melspec_2161.npy,['Speech']
melspec_2162.npy,"['Blender, Speech']"
melspec_2163.npy,['Speech']
melspec_2164.npy,['Silence']
melspec_2165.npy,"['Blender, Speech']"
melspec_2166.npy,['Speech']
melspec_2167.npy,['Silence']
melspec_2168.npy,['Speech']
melspec_2169.npy,['Silence']
melspec_217.npy,"['Dog, Speech']"
melspec_2170.npy,['Speech']
melspec_2171.npy,['Speech']
melspec_2172.npy,['Silence']
melspec_2173.npy,['Speech']
melspec_2174.npy,['Speech']
melspec_2175.npy,['Speech']
melspec_2176.npy,['Speech']
melspec_2177.npy,['Silence']
melspec_2178.npy,['Blender']
melspec_2179.npy,['Speech']
melspec_218.npy,"['Blender, Speech']"
melspec_2180.npy,['Silence']
melspec_2181.npy,['Speech']
melspec_2182.npy,['Speech']
melspec_2183.npy,['Speech']
melspec_2184.npy,['Speech']
melspec_2185.npy,['Speech']
melspec_2186.npy,['Silence']
melspec_2187.npy,['Speech']
melspec_2188.npy,['Silence']
melspec_2189.npy,['Speech']
melspec_219.npy,['Speech']
melspec_2190.npy,"['Blender, Speech']"
melspec_2191.npy,['Speech']
melspec_2192.npy,['Speech']
melspec_2193.npy,['Speech']
melspec_2194.npy,['Speech']
melspec_2195.npy,['Speech']
melspec_2196.npy,['Speech']
melspec_2197.npy,['Speech']
melspec_2198.npy,['Speech']
melspec_2199.npy,['Silence']
melspec_22.npy,['Speech']
melspec_220.npy,['Speech']
melspec_2200.npy,['Speech']
melspec_2201.npy,['Speech']
melspec_2202.npy,['Speech']
melspec_2203.npy,['Speech']
melspec_2204.npy,['Speech']
melspec_2205.npy,['Speech']
melspec_2206.npy,['Speech']
melspec_2207.npy,"['Blender, Speech']"
melspec_2208.npy,['Speech']
melspec_2209.npy,['Speech']
melspec_221.npy,['Speech']
melspec_2210.npy,['Speech']
melspec_2211.npy,['Speech']
melspec_2212.npy,['Speech']
melspec_2213.npy,"['Blender, Speech']"
melspec_2214.npy,"['Blender, Speech']"
melspec_2215.npy,['Speech']
melspec_2216.npy,['Speech']
melspec_2217.npy,['Speech']
melspec_2218.npy,['Speech']
melspec_2219.npy,['Speech']
melspec_222.npy,['Speech']
melspec_2220.npy,['Speech']
melspec_2221.npy,['Speech']
melspec_2222.npy,['Speech']
melspec_2223.npy,['Silence']
melspec_2224.npy,['Speech']
melspec_2225.npy,['Speech']
melspec_2226.npy,['Speech']
melspec_2227.npy,['Blender']
melspec_2228.npy,['Speech']
melspec_2229.npy,['Speech']
melspec_223.npy,"['Dog, Speech']"
melspec_2230.npy,['Speech']
melspec_2231.npy,['Speech']
melspec_2232.npy,['Speech']
melspec_2233.npy,['Silence']
melspec_2234.npy,['Speech']
melspec_2235.npy,['Silence']
melspec_2236.npy,['Speech']
melspec_2237.npy,['Speech']
melspec_2238.npy,"['Blender, Speech']"
melspec_2239.npy,['Speech']
melspec_224.npy,"['Blender, Speech']"
melspec_2240.npy,['Speech']
melspec_2241.npy,['Silence']
melspec_2242.npy,['Speech']
melspec_2243.npy,['Speech']
melspec_2244.npy,['Silence']
melspec_2245.npy,['Speech']
melspec_2246.npy,['Speech']
melspec_2247.npy,['Speech']
melspec_2248.npy,['Speech']
melspec_2249.npy,['Speech']
melspec_225.npy,['Silence']
melspec_2250.npy,['Speech']
melspec_2251.npy,['Silence']
melspec_2252.npy,['Speech']
melspec_2253.npy,['Speech']
melspec_2254.npy,['Speech']
melspec_2255.npy,['Speech']
melspec_2256.npy,['Speech']
melspec_2257.npy,"['Blender, Speech']"
melspec_2258.npy,['Speech']
melspec_2259.npy,['Speech']
melspec_226.npy,['Silence']
melspec_2260.npy,['Speech']
melspec_2261.npy,['Silence']
melspec_2262.npy,['Speech']
melspec_2263.npy,['Speech']
melspec_2264.npy,['Speech']
melspec_2265.npy,['Speech']
melspec_2266.npy,['Speech']
melspec_2267.npy,['Speech']
melspec_2268.npy,['Speech']
melspec_2269.npy,['Speech']
melspec_227.npy,['Speech']
melspec_2270.npy,['Speech']
melspec_2271.npy,['Speech']
melspec_2272.npy,['Speech']
melspec_2273.npy,['Speech']
melspec_2274.npy,['Speech']
melspec_2275.npy,['Speech']
melspec_2276.npy,['Speech']
melspec_2277.npy,['Silence']
melspec_2278.npy,['Speech']
melspec_2279.npy,['Blender']
melspec_228.npy,['Speech']
melspec_2280.npy,"['Cat, Speech']"
melspec_2281.npy,['Speech']
melspec_2282.npy,['Speech']
melspec_2283.npy,['Speech']
melspec_2284.npy,['Speech']
melspec_2285.npy,['Speech']
melspec_2286.npy,['Speech']
melspec_2287.npy,['Speech']
melspec_2288.npy,['Silence']
melspec_2289.npy,['Silence']
melspec_229.npy,"['Blender, Speech']"
melspec_2290.npy,['Silence']
melspec_2291.npy,['Silence']
melspec_2292.npy,['Speech']
melspec_2293.npy,['Speech']
melspec_2294.npy,['Speech']
melspec_2295.npy,"['Blender, Speech']"
melspec_2296.npy,['Speech']
melspec_2297.npy,['Speech']
melspec_2298.npy,['Speech']
melspec_2299.npy,['Speech']
melspec_23.npy,['Silence']
melspec_230.npy,['Speech']
melspec_2300.npy,['Speech']
melspec_2301.npy,['Speech']
melspec_2302.npy,['Speech']
melspec_2303.npy,['Speech']
melspec_2304.npy,['Speech']
melspec_2305.npy,['Speech']
melspec_2306.npy,['Speech']
melspec_2307.npy,"['Blender, Speech']"
melspec_2308.npy,['Speech']
melspec_2309.npy,['Silence']
melspec_231.npy,"['Dog, Speech']"
melspec_2310.npy,['Speech']
melspec_2311.npy,['Speech']
melspec_2312.npy,['Speech']
melspec_2313.npy,['Speech']
melspec_2314.npy,['Speech']
melspec_2315.npy,['Speech']
melspec_2316.npy,['Speech']
melspec_2317.npy,['Silence']
melspec_2318.npy,['Speech']
melspec_2319.npy,['Speech']
melspec_232.npy,['Silence']
melspec_2320.npy,['Speech']
melspec_2321.npy,['Silence']
melspec_2322.npy,['Speech']
melspec_2323.npy,['Speech']
melspec_2324.npy,['Speech']
melspec_2325.npy,['Speech']
melspec_2326.npy,['Speech']
melspec_2327.npy,['Speech']
melspec_2328.npy,['Silence']
melspec_2329.npy,['Speech']
melspec_233.npy,['Speech']
melspec_2330.npy,['Speech']
melspec_2331.npy,['Speech']
melspec_2332.npy,['Speech']
melspec_2333.npy,"['Blender, Speech']"
melspec_2334.npy,['Speech']
melspec_2335.npy,['Silence']
melspec_2336.npy,['Speech']
melspec_2337.npy,['Silence']
melspec_2338.npy,"['Blender, Speech']"
melspec_2339.npy,"['Electric_shaver_toothbrush, Speech']"
melspec_234.npy,['Speech']
melspec_2340.npy,['Blender']
melspec_2341.npy,['Speech']
melspec_2342.npy,['Silence']
melspec_2343.npy,['Speech']
melspec_2344.npy,['Speech']
melspec_2345.npy,['Speech']
melspec_2346.npy,['Speech']
melspec_2347.npy,['Speech']
melspec_2348.npy,['Speech']
melspec_2349.npy,['Speech']
melspec_235.npy,['Speech']
melspec_2350.npy,['Speech']
melspec_2351.npy,['Speech']
melspec_2352.npy,['Speech']
melspec_2353.npy,['Speech']
melspec_2354.npy,['Speech']
melspec_2355.npy,['Silence']
melspec_2356.npy,"['Dog, Speech']"
melspec_2357.npy,['Speech']
melspec_2358.npy,['Speech']
melspec_2359.npy,['Speech']
melspec_236.npy,['Speech']
melspec_2360.npy,['Speech']
melspec_2361.npy,['Blender']
melspec_2362.npy,['Speech']
melspec_2363.npy,['Silence']
melspec_2364.npy,['Speech']
melspec_2365.npy,['Speech']
melspec_2366.npy,['Speech']
melspec_2367.npy,['Speech']
melspec_2368.npy,['Speech']
melspec_2369.npy,['Speech']
melspec_237.npy,['Speech']
melspec_2370.npy,['Silence']
melspec_2371.npy,['Speech']
melspec_2372.npy,['Speech']
melspec_2373.npy,['Speech']
melspec_2374.npy,['Speech']
melspec_2375.npy,['Speech']
melspec_2376.npy,['Silence']
melspec_2377.npy,['Silence']
melspec_2378.npy,['Speech']
melspec_2379.npy,['Speech']
melspec_238.npy,['Speech']
melspec_2380.npy,['Speech']
melspec_2381.npy,['Silence']
melspec_2382.npy,['Speech']
melspec_2383.npy,['Speech']
melspec_2384.npy,['Speech']
melspec_2385.npy,['Speech']
melspec_2386.npy,['Silence']
melspec_2387.npy,['Speech']
melspec_2388.npy,['Speech']
melspec_2389.npy,['Speech']
melspec_239.npy,['Speech']
melspec_2390.npy,['Speech']
melspec_2391.npy,['Speech']
melspec_2392.npy,"['Cat, Frying, Speech']"
melspec_2393.npy,['Speech']
melspec_2394.npy,"['Dog, Speech']"
melspec_2395.npy,['Speech']
melspec_2396.npy,['Silence']
melspec_2397.npy,['Speech']
melspec_2398.npy,['Speech']
melspec_2399.npy,['Speech']
melspec_24.npy,['Silence']
melspec_240.npy,['Speech']
melspec_2400.npy,['Speech']
melspec_2401.npy,['Speech']
melspec_2402.npy,['Speech']
melspec_2403.npy,['Speech']
melspec_2404.npy,['Speech']
melspec_2405.npy,['Silence']
melspec_2406.npy,['Speech']
melspec_2407.npy,['Speech']
melspec_2408.npy,['Speech']
melspec_2409.npy,['Speech']
melspec_241.npy,['Speech']
melspec_2410.npy,['Silence']
melspec_2411.npy,['Speech']
melspec_2412.npy,['Speech']
melspec_2413.npy,['Speech']
melspec_2414.npy,"['Blender, Speech']"
melspec_2415.npy,['Speech']
melspec_2416.npy,['Speech']
melspec_2417.npy,['Speech']
melspec_2418.npy,"['Blender, Speech']"
melspec_2419.npy,['Speech']
melspec_242.npy,['Speech']
melspec_2420.npy,['Speech']
melspec_2421.npy,['Speech']
melspec_2422.npy,['Speech']
melspec_2423.npy,['Speech']
melspec_2424.npy,"['Blender, Speech']"
melspec_2425.npy,['Speech']
melspec_2426.npy,['Speech']
melspec_2427.npy,"['Blender, Speech']"
melspec_2428.npy,"['Cat, Speech']"
melspec_2429.npy,['Silence']
melspec_243.npy,['Speech']
melspec_2430.npy,['Speech']
melspec_2431.npy,"['Cat, Speech']"
melspec_2432.npy,['Speech']
melspec_2433.npy,['Speech']
melspec_2434.npy,['Speech']
melspec_2435.npy,['Speech']
melspec_2436.npy,['Speech']
melspec_2437.npy,['Silence']
melspec_2438.npy,['Silence']
melspec_2439.npy,['Speech']
melspec_244.npy,['Speech']
melspec_2440.npy,['Speech']
melspec_2441.npy,['Speech']
melspec_2442.npy,['Speech']
melspec_2443.npy,['Speech']
melspec_2444.npy,"['Dog, Speech']"
melspec_2445.npy,['Blender']
melspec_2446.npy,['Speech']
melspec_2447.npy,['Speech']
melspec_2448.npy,['Speech']
melspec_2449.npy,['Speech']
melspec_245.npy,['Speech']
melspec_2450.npy,['Speech']
melspec_2451.npy,['Speech']
melspec_2452.npy,"['Blender, Speech']"
melspec_2453.npy,['Speech']
melspec_2454.npy,['Speech']
melspec_2455.npy,['Blender']
melspec_2456.npy,['Speech']
melspec_2457.npy,"['Blender, Speech']"
melspec_2458.npy,"['Blender, Speech']"
melspec_2459.npy,['Speech']
melspec_246.npy,['Speech']
melspec_2460.npy,['Speech']
melspec_2461.npy,['Speech']
melspec_2462.npy,['Speech']
melspec_2463.npy,['Speech']
melspec_2464.npy,['Speech']
melspec_2465.npy,['Speech']
melspec_2466.npy,['Silence']
melspec_2467.npy,['Blender']
melspec_2468.npy,['Speech']
melspec_2469.npy,['Speech']
melspec_247.npy,['Silence']
melspec_2470.npy,['Speech']
melspec_2471.npy,['Speech']
melspec_2472.npy,['Speech']
melspec_2473.npy,['Speech']
melspec_2474.npy,['Speech']
melspec_2475.npy,"['Blender, Speech']"
melspec_2476.npy,['Speech']
melspec_2477.npy,['Speech']
melspec_2478.npy,['Speech']
melspec_2479.npy,"['Blender, Speech']"
melspec_248.npy,['Speech']
melspec_2480.npy,['Speech']
melspec_2481.npy,['Speech']
melspec_2482.npy,['Silence']
melspec_2483.npy,['Speech']
melspec_2484.npy,['Silence']
melspec_2485.npy,['Speech']
melspec_2486.npy,['Silence']
melspec_2487.npy,['Speech']
melspec_2488.npy,['Speech']
melspec_2489.npy,"['Dog, Speech']"
melspec_249.npy,['Speech']
melspec_2490.npy,['Speech']
melspec_2491.npy,['Silence']
melspec_2492.npy,['Speech']
melspec_2493.npy,['Speech']
melspec_2494.npy,['Silence']
melspec_2495.npy,['Speech']
melspec_2496.npy,['Speech']
melspec_2497.npy,['Silence']
melspec_2498.npy,['Speech']
melspec_2499.npy,['Speech']
melspec_25.npy,['Speech']
melspec_250.npy,['Speech']
melspec_251.npy,['Speech']
melspec_252.npy,['Speech']
melspec_253.npy,['Silence']
melspec_254.npy,"['Blender, Speech']"
melspec_255.npy,['Speech']
melspec_256.npy,['Speech']
melspec_257.npy,['Speech']
melspec_258.npy,['Speech']
melspec_259.npy,['Speech']
melspec_26.npy,['Speech']
melspec_260.npy,['Speech']
melspec_261.npy,['Speech']
melspec_262.npy,['Speech']
melspec_263.npy,['Speech']
melspec_264.npy,['Speech']
melspec_265.npy,['Speech']
melspec_266.npy,['Speech']
melspec_267.npy,['Speech']
melspec_268.npy,['Speech']
melspec_269.npy,['Speech']
